Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stage8,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Slew7,Slew8,Ileak,MaxI,EndTime
1,1,1,1,815,1,169,11,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.6931372,0.0014,0.1441664,0.009898,2.61e-05,1.853e-02,2.505e-09
28,1,879,1,1,1,88,1,8,1000,2.8653e-11,0.0243446,0.0014,0.7475244,0.0014,0.0014,0.0014,0.0753326,0.0014,2.61e-05,1.771e-02,2.467e-09
1,1,1,1,9,1,252,734,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0081984,0.0014,0.21469980000000002,0.6243034000000001,2.61e-05,1.765e-02,2.528e-09
1,1,1,1,860,1,35,100,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.7313782,0.0014,0.0302932,0.08553020000000001,2.61e-05,1.805e-02,2.538e-09
1,9,1,837,149,1,1,1,8,1000,2.8653e-11,0.0014,0.0081984,0.0014,0.7118328,0.12717040000000002,0.0014,0.0014,0.0014,2.61e-05,1.812e-02,2.469e-09
1,708,30,1,1,257,1,1,8,1000,2.8653e-11,0.0014,0.6022086,0.0260442,0.0014,0.0014,0.2189488,0.0014,0.0014,2.61e-05,1.964e-02,2.344e-09
1,56,41,1,1,1,898,1,8,1000,2.8653e-11,0.0014,0.048138999999999994,0.035392,0.0014,0.0014,0.0014,0.7636706,0.0014,2.61e-05,1.649e-02,2.605e-09
1,28,1,1,762,1,205,1,8,1000,2.8653e-11,0.0014,0.0243446,0.0014,0.0014,0.6480978000000001,0.0014,0.1747592,0.0014,2.61e-05,1.890e-02,2.455e-09
1,1,1,551,1,42,1,402,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.46879,0.0014,0.0362418,0.0014,0.34216979999999997,2.61e-05,1.947e-02,2.393e-09
24,1,1,1,1,632,339,1,8,1000,2.8653e-11,0.0209454,0.0014,0.0014,0.0014,0.0014,0.5376238,0.28863239999999996,0.0014,2.61e-05,1.982e-02,2.433e-09
1,1,37,1,1,1,59,899,8,1000,2.8653e-11,0.0014,0.0014,0.0319928,0.0014,0.0014,0.0014,0.0506884,0.7645204,2.61e-05,1.677e-02,2.653e-09
1,1,1,1,1,494,9,492,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.4203514,0.0081984,0.41865179999999996,2.61e-05,1.944e-02,2.455e-09
1,1,212,760,1,1,23,1,8,1000,2.8653e-11,0.0014,0.0014,0.1807078,0.6463982,0.0014,0.0014,0.020095599999999998,0.0014,2.61e-05,1.769e-02,2.398e-09
1,86,14,895,1,1,1,1,8,1000,2.8653e-11,0.0014,0.07363300000000002,0.0124474,0.7611211999999999,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.675e-02,2.510e-09
1,1,389,41,565,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.3311224,0.035392,0.4806872,0.0014,0.0014,0.0014,2.61e-05,1.879e-02,2.321e-09
1,1,1,1,311,671,13,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.26483799999999996,0.570766,0.0115976,0.0014,2.61e-05,1.825e-02,2.434e-09
37,244,1,1,714,1,1,1,8,1000,2.8653e-11,0.0319928,0.2079014,0.0014,0.0014,0.6073074,0.0014,0.0014,0.0014,2.61e-05,1.725e-02,2.373e-09
538,1,1,1,28,429,1,1,8,1000,2.8653e-11,0.4577426,0.0014,0.0014,0.0014,0.0243446,0.3651144,0.0014,0.0014,2.61e-05,1.898e-02,2.292e-09
1,3,1,301,1,691,1,1,8,1000,2.8653e-11,0.0014,0.0030995999999999997,0.0014,0.25633999999999996,0.0014,0.587762,0.0014,0.0014,2.61e-05,1.776e-02,2.429e-09
29,186,1,1,1,1,1,780,8,1000,2.8653e-11,0.0251944,0.158613,0.0014,0.0014,0.0014,0.0014,0.0014,0.6633941999999999,2.61e-05,1.650e-02,2.494e-09
913,1,1,34,1,48,1,1,8,1000,2.8653e-11,0.7764176,0.0014,0.0014,0.029443399999999998,0.0014,0.041340600000000005,0.0014,0.0014,2.61e-05,1.758e-02,2.424e-09
1,1,1,1,450,509,36,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.3829602,0.4330984,0.031142999999999997,0.0014,2.61e-05,1.977e-02,2.391e-09
1,1,83,1,1,13,899,1,8,1000,2.8653e-11,0.0014,0.0014,0.07108360000000001,0.0014,0.0014,0.0115976,0.7645204,0.0014,2.61e-05,1.670e-02,2.608e-09
20,521,1,1,1,1,1,454,8,1000,2.8653e-11,0.017546199999999998,0.443296,0.0014,0.0014,0.0014,0.0014,0.0014,0.3863594,2.61e-05,1.842e-02,2.343e-09
932,1,1,1,1,46,1,17,8,1000,2.8653e-11,0.7925638,0.0014,0.0014,0.0014,0.0014,0.039640999999999996,0.0014,0.014996800000000001,2.61e-05,1.738e-02,2.449e-09
1,197,1,1,1,35,763,1,8,1000,2.8653e-11,0.0014,0.16796080000000002,0.0014,0.0014,0.0014,0.0302932,0.6489476,0.0014,2.61e-05,1.665e-02,2.478e-09
1,18,903,1,1,1,74,1,8,1000,2.8653e-11,0.0014,0.015846600000000002,0.7679195999999999,0.0014,0.0014,0.0014,0.0634354,0.0014,2.61e-05,1.755e-02,2.487e-09
25,1,862,1,1,1,1,108,8,1000,2.8653e-11,0.021795199999999997,0.0014,0.7330778,0.0014,0.0014,0.0014,0.0014,0.09232860000000001,2.61e-05,1.800e-02,2.466e-09
1,514,1,440,1,41,1,1,8,1000,2.8653e-11,0.0014,0.4373474,0.0014,0.3744622,0.0014,0.035392,0.0014,0.0014,2.61e-05,2.007e-02,2.274e-09
1,1,1,1,340,1,15,640,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.28948219999999997,0.0014,0.0132972,0.5444222,2.61e-05,1.785e-02,2.456e-09
116,20,1,1,1,1,1,859,8,1000,2.8653e-11,0.099127,0.017546199999999998,0.0014,0.0014,0.0014,0.0014,0.0014,0.7305284000000001,2.61e-05,1.634e-02,2.576e-09
1,1,1,1,169,1,28,798,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.1441664,0.0014,0.0243446,0.6786906,2.61e-05,1.697e-02,2.553e-09
1,1,1,1,587,374,34,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.49938279999999996,0.3183754,0.029443399999999998,0.0014,2.61e-05,2.026e-02,2.386e-09
31,770,1,1,194,1,1,1,8,1000,2.8653e-11,0.026893999999999998,0.6548962,0.0014,0.0014,0.16541140000000001,0.0014,0.0014,0.0014,2.61e-05,1.895e-02,2.363e-09
526,1,33,436,1,1,1,1,8,1000,2.8653e-11,0.44754499999999997,0.0014,0.0285936,0.371063,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.960e-02,2.250e-09
343,1,22,1,1,630,1,1,8,1000,2.8653e-11,0.2920316,0.0014,0.0192458,0.0014,0.0014,0.5359242,0.0014,0.0014,2.61e-05,1.736e-02,2.333e-09
1,1,888,1,1,16,91,1,8,1000,2.8653e-11,0.0014,0.0014,0.7551726,0.0014,0.0014,0.014147,0.077882,0.0014,2.61e-05,1.781e-02,2.473e-09
1,1,372,1,599,24,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.3166758,0.0014,0.5095804,0.0209454,0.0014,0.0014,2.61e-05,1.874e-02,2.348e-09
1,1,135,38,822,1,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.1152732,0.0328426,0.6990858,0.0014,0.0014,0.0014,2.61e-05,1.701e-02,2.475e-09
1,1,10,172,1,813,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0090482,0.1467158,0.0014,0.6914376,0.0014,0.0014,2.61e-05,1.705e-02,2.509e-09
22,1,1,1,516,1,457,1,8,1000,2.8653e-11,0.0192458,0.0014,0.0014,0.0014,0.43904699999999997,0.0014,0.3889088,0.0014,2.61e-05,1.955e-02,2.404e-09
1,1,357,1,1,636,2,1,8,1000,2.8653e-11,0.0014,0.0014,0.3039288,0.0014,0.0014,0.541023,0.0022498,0.0014,2.61e-05,1.802e-02,2.383e-09
1,1,1,1,623,1,32,340,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.5299756,0.0014,0.027743800000000002,0.28948219999999997,2.61e-05,1.989e-02,2.427e-09
610,353,1,32,1,1,1,1,8,1000,2.8653e-11,0.5189282,0.30052959999999995,0.0014,0.027743800000000002,0.0014,0.0014,0.0014,0.0014,2.61e-05,2.029e-02,2.244e-09
79,895,1,1,1,1,1,21,8,1000,2.8653e-11,0.0676844,0.7611211999999999,0.0014,0.0014,0.0014,0.0014,0.0014,0.018396,2.61e-05,1.715e-02,2.430e-09
1,1,1,85,1,26,1,884,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0727832,0.0014,0.022645,0.0014,0.7517733999999999,2.61e-05,1.671e-02,2.631e-09
755,1,1,1,1,212,1,28,8,1000,2.8653e-11,0.6421492,0.0014,0.0014,0.0014,0.0014,0.1807078,0.0014,0.0243446,2.61e-05,1.945e-02,2.330e-09
1,1,5,73,1,1,917,1,8,1000,2.8653e-11,0.0014,0.0014,0.0047992,0.0625856,0.0014,0.0014,0.7798168,0.0014,2.61e-05,1.672e-02,2.629e-09
1,200,1,1,1,3,792,1,8,1000,2.8653e-11,0.0014,0.1705102,0.0014,0.0014,0.0014,0.0030995999999999997,0.6735918,0.0014,2.61e-05,1.672e-02,2.498e-09
347,1,1,1,1,30,1,618,8,1000,2.8653e-11,0.2954308,0.0014,0.0014,0.0014,0.0014,0.0260442,0.0014,0.5257265999999999,2.61e-05,1.702e-02,2.380e-09
32,132,1,1,1,1,831,1,8,1000,2.8653e-11,0.027743800000000002,0.11272380000000001,0.0014,0.0014,0.0014,0.0014,0.706734,0.0014,2.61e-05,1.656e-02,2.518e-09
1,1,232,1,1,760,1,3,8,1000,2.8653e-11,0.0014,0.0014,0.1977038,0.0014,0.0014,0.6463982,0.0014,0.0030995999999999997,2.61e-05,1.709e-02,2.462e-09
1,15,769,1,211,1,1,1,8,1000,2.8653e-11,0.0014,0.0132972,0.6540463999999999,0.0014,0.17985800000000002,0.0014,0.0014,0.0014,2.61e-05,1.899e-02,2.387e-09
1,35,1,1,87,1,873,1,8,1000,2.8653e-11,0.0014,0.0302932,0.0014,0.0014,0.07448280000000002,0.0014,0.7424256,0.0014,2.61e-05,1.678e-02,2.588e-09
1,1,1,1,790,1,204,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.6718922,0.0014,0.17390940000000002,0.0014,2.61e-05,1.883e-02,2.486e-09
1,1,1,939,14,42,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.7985124,0.0124474,0.0362418,0.0014,0.0014,2.61e-05,1.718e-02,2.565e-09
1,20,566,1,1,1,409,1,8,1000,2.8653e-11,0.0014,0.017546199999999998,0.481537,0.0014,0.0014,0.0014,0.34811839999999994,0.0014,2.61e-05,1.936e-02,2.365e-09
38,1,1,856,1,1,1,101,8,1000,2.8653e-11,0.0328426,0.0014,0.0014,0.7279789999999999,0.0014,0.0014,0.0014,0.08638000000000001,2.61e-05,1.785e-02,2.494e-09
1,1,1,1,6,951,1,38,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0056489999999999995,0.8087099999999999,0.0014,0.0328426,2.61e-05,1.707e-02,2.655e-09
846,1,1,41,1,1,1,108,8,1000,2.8653e-11,0.719481,0.0014,0.0014,0.035392,0.0014,0.0014,0.0014,0.09232860000000001,2.61e-05,1.851e-02,2.377e-09
1,657,1,42,296,1,1,1,8,1000,2.8653e-11,0.0014,0.5588687999999999,0.0014,0.0362418,0.252091,0.0014,0.0014,0.0014,2.61e-05,1.994e-02,2.306e-09
540,1,1,1,1,1,33,422,8,1000,2.8653e-11,0.45944219999999997,0.0014,0.0014,0.0014,0.0014,0.0014,0.0285936,0.3591658,2.61e-05,1.854e-02,2.318e-09
1,1,37,1,1,338,620,1,8,1000,2.8653e-11,0.0014,0.0014,0.0319928,0.0014,0.0014,0.2877826,0.5274262,0.0014,2.61e-05,1.842e-02,2.428e-09
34,1,1,224,1,1,1,737,8,1000,2.8653e-11,0.029443399999999998,0.0014,0.0014,0.19090540000000003,0.0014,0.0014,0.0014,0.6268528,2.61e-05,1.684e-02,2.493e-09
148,31,1,1,816,1,1,1,8,1000,2.8653e-11,0.1263206,0.026893999999999998,0.0014,0.0014,0.693987,0.0014,0.0014,0.0014,2.61e-05,1.669e-02,2.452e-09
832,1,1,1,1,1,141,22,8,1000,2.8653e-11,0.7075838,0.0014,0.0014,0.0014,0.0014,0.0014,0.120372,0.0192458,2.61e-05,1.871e-02,2.377e-09
571,1,1,390,34,1,1,1,8,1000,2.8653e-11,0.485786,0.0014,0.0014,0.3319722,0.029443399999999998,0.0014,0.0014,0.0014,2.61e-05,2.003e-02,2.261e-09
1,785,1,1,202,1,8,1,8,1000,2.8653e-11,0.0014,0.6676432,0.0014,0.0014,0.1722098,0.0014,0.007348599999999999,0.0014,2.61e-05,1.900e-02,2.381e-09
55,1,911,1,1,1,1,29,8,1000,2.8653e-11,0.0472892,0.0014,0.774718,0.0014,0.0014,0.0014,0.0014,0.0251944,2.61e-05,1.706e-02,2.495e-09
769,1,1,1,195,1,1,31,8,1000,2.8653e-11,0.6540463999999999,0.0014,0.0014,0.0014,0.1662612,0.0014,0.0014,0.026893999999999998,2.61e-05,1.933e-02,2.334e-09
1,290,5,700,1,1,1,1,8,1000,2.8653e-11,0.0014,0.2469922,0.0047992,0.5954102,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.777e-02,2.348e-09
1,1,1,41,484,470,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.035392,0.4118534,0.3999562,0.0014,0.0014,2.61e-05,1.971e-02,2.381e-09
1,1,36,1,1,651,1,308,8,1000,2.8653e-11,0.0014,0.0014,0.031142999999999997,0.0014,0.0014,0.55377,0.0014,0.2622886,2.61e-05,1.967e-02,2.455e-09
1,1,1,549,1,39,407,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.4670904,0.0014,0.0336924,0.34641879999999997,0.0014,2.61e-05,1.970e-02,2.381e-09
1,1,1,1,28,80,1,887,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0243446,0.06853420000000002,0.0014,0.7543228000000001,2.61e-05,1.680e-02,2.654e-09
405,1,576,1,1,1,14,1,8,1000,2.8653e-11,0.3447192,0.0014,0.490035,0.0014,0.0014,0.0014,0.0124474,0.0014,2.61e-05,1.894e-02,2.274e-09
19,1,1,1,1,262,714,1,8,1000,2.8653e-11,0.0166964,0.0014,0.0014,0.0014,0.0014,0.2231978,0.6073074,0.0014,2.61e-05,1.755e-02,2.489e-09
1,391,11,1,593,1,1,1,8,1000,2.8653e-11,0.0014,0.332822,0.009898,0.0014,0.5044816,0.0014,0.0014,0.0014,2.61e-05,1.833e-02,2.337e-09
1,1,629,1,43,323,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.5350744,0.0014,0.0370916,0.2750356,0.0014,0.0014,2.61e-05,1.999e-02,2.340e-09
1,1,1,559,433,1,1,3,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.47558839999999997,0.3685136,0.0014,0.0014,0.0030995999999999997,2.61e-05,1.996e-02,2.360e-09
497,19,1,1,1,1,479,1,8,1000,2.8653e-11,0.4229008,0.0166964,0.0014,0.0014,0.0014,0.0014,0.40760440000000003,0.0014,2.61e-05,1.828e-02,2.301e-09
1,1,1,1,918,1,56,21,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.7806666,0.0014,0.048138999999999994,0.018396,2.61e-05,1.745e-02,2.578e-09
518,443,1,1,1,1,1,34,8,1000,2.8653e-11,0.4407466,0.3770116,0.0014,0.0014,0.0014,0.0014,0.0014,0.029443399999999998,2.61e-05,2.023e-02,2.225e-09
932,1,1,1,1,43,1,20,8,1000,2.8653e-11,0.7925638,0.0014,0.0014,0.0014,0.0014,0.0370916,0.0014,0.017546199999999998,2.61e-05,1.747e-02,2.437e-09
1,1,1,900,1,1,79,16,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.7653702,0.0014,0.0014,0.0676844,0.014147,2.61e-05,1.767e-02,2.520e-09
435,1,1,539,1,1,1,21,8,1000,2.8653e-11,0.37021319999999996,0.0014,0.0014,0.4585924,0.0014,0.0014,0.0014,0.018396,2.61e-05,1.903e-02,2.283e-09
1,1,12,1,206,1,777,1,8,1000,2.8653e-11,0.0014,0.0014,0.0107478,0.0014,0.17560900000000002,0.0014,0.6608448,0.0014,2.61e-05,1.712e-02,2.522e-09
1,28,1,1,712,1,255,1,8,1000,2.8653e-11,0.0014,0.0243446,0.0014,0.0014,0.6056078,0.0014,0.2172492,0.0014,2.61e-05,1.939e-02,2.445e-09
1,387,1,1,1,20,1,588,8,1000,2.8653e-11,0.0014,0.3294228,0.0014,0.0014,0.0014,0.017546199999999998,0.0014,0.5002326,2.61e-05,1.752e-02,2.372e-09
1,1,1,8,37,1,950,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.007348599999999999,0.0319928,0.0014,0.8078602,0.0014,2.61e-05,1.664e-02,2.686e-09
1,1,726,226,1,1,43,1,8,1000,2.8653e-11,0.0014,0.0014,0.617505,0.19260500000000003,0.0014,0.0014,0.0370916,0.0014,2.61e-05,1.954e-02,2.360e-09
1,1,1,713,1,272,10,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.6064575999999999,0.0014,0.23169580000000004,0.0090482,0.0014,2.61e-05,1.959e-02,2.405e-09
1,124,1,1,19,852,1,1,8,1000,2.8653e-11,0.0014,0.10592540000000002,0.0014,0.0014,0.0166964,0.7245798,0.0014,0.0014,2.61e-05,1.671e-02,2.518e-09
1,1,1,34,1,63,1,898,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.029443399999999998,0.0014,0.0540876,0.0014,0.7636706,2.61e-05,1.676e-02,2.662e-09
207,1,1,5,1,783,1,1,8,1000,2.8653e-11,0.1764588,0.0014,0.0014,0.0047992,0.0014,0.6659436,0.0014,0.0014,2.61e-05,1.668e-02,2.454e-09
1,1,1,467,14,1,514,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.3974068,0.0124474,0.0014,0.4373474,0.0014,2.61e-05,1.901e-02,2.394e-09
1,1,792,1,13,190,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.6735918,0.0014,0.0115976,0.16201220000000002,0.0014,0.0014,2.61e-05,1.889e-02,2.423e-09
33,1,1,492,1,1,1,470,8,1000,2.8653e-11,0.0285936,0.0014,0.0014,0.41865179999999996,0.0014,0.0014,0.0014,0.3999562,2.61e-05,1.880e-02,2.374e-09
1,1,1,15,1,1,841,139,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0132972,0.0014,0.0014,0.715232,0.11867240000000001,2.61e-05,1.796e-02,2.589e-09
1,1,1,1,35,202,1,758,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0302932,0.1722098,0.0014,0.6446986,2.61e-05,1.721e-02,2.542e-09
1,1,286,697,1,12,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.24359300000000003,0.5928608,0.0014,0.0107478,0.0014,0.0014,2.61e-05,1.805e-02,2.351e-09
1,1,1,207,1,1,753,35,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.1764588,0.0014,0.0014,0.6404496000000001,0.0302932,2.61e-05,1.732e-02,2.494e-09
1,22,1,1,145,828,1,1,8,1000,2.8653e-11,0.0014,0.0192458,0.0014,0.0014,0.12377120000000001,0.7041845999999999,0.0014,0.0014,2.61e-05,1.706e-02,2.515e-09
1,1,24,917,1,1,1,54,8,1000,2.8653e-11,0.0014,0.0014,0.0209454,0.7798168,0.0014,0.0014,0.0014,0.0464394,2.61e-05,1.733e-02,2.544e-09
1,1,589,12,1,1,394,1,8,1000,2.8653e-11,0.0014,0.0014,0.5010823999999999,0.0107478,0.0014,0.0014,0.3353714,0.0014,2.61e-05,1.955e-02,2.362e-09
1,728,227,1,1,1,1,40,8,1000,2.8653e-11,0.0014,0.6192046,0.1934548,0.0014,0.0014,0.0014,0.0014,0.0345422,2.61e-05,1.956e-02,2.332e-09
225,1,755,1,1,1,1,15,8,1000,2.8653e-11,0.19175520000000001,0.0014,0.6421492,0.0014,0.0014,0.0014,0.0014,0.0132972,2.61e-05,1.747e-02,2.347e-09
1,347,1,1,1,1,625,23,8,1000,2.8653e-11,0.0014,0.2954308,0.0014,0.0014,0.0014,0.0014,0.5316752,0.020095599999999998,2.61e-05,1.767e-02,2.375e-09
447,1,1,31,1,517,1,1,8,1000,2.8653e-11,0.3804108,0.0014,0.0014,0.026893999999999998,0.0014,0.4398968,0.0014,0.0014,2.61e-05,1.826e-02,2.301e-09
1,966,1,2,1,27,1,1,8,1000,2.8653e-11,0.0014,0.821457,0.0014,0.0022498,0.0014,0.0234948,0.0014,0.0014,2.61e-05,1.706e-02,2.514e-09
1,1,24,1,1,1,890,81,8,1000,2.8653e-11,0.0014,0.0014,0.0209454,0.0014,0.0014,0.0014,0.7568722,0.069384,2.61e-05,1.741e-02,2.615e-09
534,1,1,32,429,1,1,1,8,1000,2.8653e-11,0.4543434,0.0014,0.0014,0.027743800000000002,0.3651144,0.0014,0.0014,0.0014,2.61e-05,1.935e-02,2.282e-09
601,1,1,384,1,1,1,10,8,1000,2.8653e-11,0.51128,0.0014,0.0014,0.32687340000000004,0.0014,0.0014,0.0014,0.0090482,2.61e-05,1.986e-02,2.284e-09
28,1,946,1,21,1,1,1,8,1000,2.8653e-11,0.0243446,0.0014,0.804461,0.0014,0.018396,0.0014,0.0014,0.0014,2.61e-05,1.700e-02,2.525e-09
807,1,1,1,1,1,29,159,8,1000,2.8653e-11,0.6863388,0.0014,0.0014,0.0014,0.0014,0.0014,0.0251944,0.13566840000000002,2.61e-05,1.895e-02,2.358e-09
1,192,1,1,42,1,1,761,8,1000,2.8653e-11,0.0014,0.16371180000000002,0.0014,0.0014,0.0362418,0.0014,0.0014,0.6472479999999999,2.61e-05,1.659e-02,2.491e-09
1,110,1,860,1,25,1,1,8,1000,2.8653e-11,0.0014,0.09402820000000002,0.0014,0.7313782,0.0014,0.021795199999999997,0.0014,0.0014,2.61e-05,1.706e-02,2.479e-09
1,1,1,32,22,1,941,1,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.027743800000000002,0.0192458,0.0014,0.800212,0.0014,2.61e-05,1.668e-02,2.655e-09
1,1,1,1,1,39,158,798,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.0014,0.0336924,0.1348186,0.6786906,2.61e-05,1.715e-02,2.576e-09
1,1,1,1,311,661,1,23,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.0014,0.26483799999999996,0.562268,0.0014,0.020095599999999998,2.61e-05,1.824e-02,2.418e-09
560,2,1,1,1,1,1,433,8,1000,2.8653e-11,0.4764382,0.0022498,0.0014,0.0014,0.0014,0.0014,0.0014,0.3685136,2.61e-05,1.850e-02,2.337e-09
1,1,947,1,3,45,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.8053108,0.0014,0.0030995999999999997,0.0387912,0.0014,0.0014,2.61e-05,1.705e-02,2.536e-09
142,1,8,1,1,845,1,1,8,1000,2.8653e-11,0.1212218,0.0014,0.007348599999999999,0.0014,0.0014,0.7186311999999999,0.0014,0.0014,2.61e-05,1.664e-02,2.513e-09
754,1,11,1,1,1,230,1,8,1000,2.8653e-11,0.6412994,0.0014,0.009898,0.0014,0.0014,0.0014,0.1960042,0.0014,2.61e-05,1.926e-02,2.338e-09
391,1,593,1,1,1,11,1,8,1000,2.8653e-11,0.332822,0.0014,0.5044816,0.0014,0.0014,0.0014,0.009898,0.0014,2.61e-05,1.876e-02,2.280e-09
1,474,516,1,5,1,1,1,8,1000,2.8653e-11,0.0014,0.4033554,0.43904699999999997,0.0014,0.0047992,0.0014,0.0014,0.0014,2.61e-05,1.961e-02,2.282e-09
1,9,1,12,1,974,1,1,8,1000,2.8653e-11,0.0014,0.0081984,0.0014,0.0107478,0.0014,0.8282554,0.0014,0.0014,2.61e-05,1.673e-02,2.676e-09
14,1,1,1,1,1,786,195,8,1000,2.8653e-11,0.0124474,0.0014,0.0014,0.0014,0.0014,0.0014,0.668493,0.1662612,2.61e-05,1.859e-02,2.554e-09
1,33,167,1,1,1,795,1,8,1000,2.8653e-11,0.0014,0.0285936,0.1424668,0.0014,0.0014,0.0014,0.6761412,0.0014,2.61e-05,1.674e-02,2.498e-09
1,38,1,198,1,1,759,1,8,1000,2.8653e-11,0.0014,0.0328426,0.0014,0.1688106,0.0014,0.0014,0.6455484,0.0014,2.61e-05,1.698e-02,2.486e-09
713,1,43,1,1,1,1,239,8,1000,2.8653e-11,0.6064575999999999,0.0014,0.0370916,0.0014,0.0014,0.0014,0.0014,0.2036524,2.61e-05,1.931e-02,2.322e-09
1,19,1,781,1,1,1,195,8,1000,2.8653e-11,0.0014,0.0166964,0.0014,0.6642440000000001,0.0014,0.0014,0.0014,0.1662612,2.61e-05,1.894e-02,2.452e-09
1,523,1,2,1,470,1,1,8,1000,2.8653e-11,0.0014,0.4449956,0.0014,0.0022498,0.0014,0.3999562,0.0014,0.0014,2.61e-05,1.910e-02,2.335e-09
618,373,1,1,4,1,1,1,8,1000,2.8653e-11,0.5257265999999999,0.3175256,0.0014,0.0014,0.0039494,0.0014,0.0014,0.0014,2.61e-05,2.005e-02,2.248e-09
1,644,324,1,1,1,27,1,8,1000,2.8653e-11,0.0014,0.5478213999999999,0.2758854,0.0014,0.0014,0.0014,0.0234948,0.0014,2.61e-05,2.015e-02,2.281e-09
1,1,311,34,1,650,1,1,8,1000,2.8653e-11,0.0014,0.0014,0.26483799999999996,0.029443399999999998,0.0014,0.5529202000000001,0.0014,0.0014,2.61e-05,1.776e-02,2.386e-09
328,1,1,42,1,625,1,1,8,1000,2.8653e-11,0.27928459999999994,0.0014,0.0014,0.0362418,0.0014,0.5316752,0.0014,0.0014,2.61e-05,1.746e-02,2.344e-09
1,1,19,143,1,1,833,1,8,1000,2.8653e-11,0.0014,0.0014,0.0166964,0.1220716,0.0014,0.0014,0.7084336,0.0014,2.61e-05,1.683e-02,2.540e-09
32,503,1,1,1,1,1,460,8,1000,2.8653e-11,0.027743800000000002,0.4279996,0.0014,0.0014,0.0014,0.0014,0.0014,0.3914582,2.61e-05,1.838e-02,2.338e-09
1,128,1,866,1,1,1,1,8,1000,2.8653e-11,0.0014,0.10932460000000001,0.0014,0.7364769999999999,0.0014,0.0014,0.0014,0.0014,2.61e-05,1.691e-02,2.482e-09
4,1,1,1,1,1,297,694,8,1000,2.8653e-11,0.0039494,0.0014,0.0014,0.0014,0.0014,0.0014,0.2529408,0.5903113999999999,2.61e-05,1.801e-02,2.525e-09
678,295,1,1,22,1,1,1,8,1000,2.8653e-11,0.5767146000000001,0.2512412,0.0014,0.0014,0.0192458,0.0014,0.0014,0.0014,2.61e-05,1.991e-02,2.272e-09
623,1,1,1,330,42,1,1,8,1000,2.8653e-11,0.5299756,0.0014,0.0014,0.0014,0.2809842,0.0362418,0.0014,0.0014,2.61e-05,2.004e-02,2.274e-09
1,1,1,506,1,2,1,487,8,1000,2.8653e-11,0.0014,0.0014,0.0014,0.43054899999999996,0.0014,0.0022498,0.0014,0.41440279999999996,2.61e-05,1.897e-02,2.414e-09
1,12,1,324,1,1,1,659,8,1000,2.8653e-11,0.0014,0.0107478,0.0014,0.2758854,0.0014,0.0014,0.0014,0.5605684,2.61e-05,1.743e-02,2.445e-09
